bloomberg_ticker,yahoo,data_provider,signals_ticker
ANX US,,eodhd,ANX.US
CUNB US,,eodhd,CUNB.US
VAS IM,,eodhd,VAS.MI
LNW US,SGMS,eodhd,LNW.US
DRRX US,,eodhd,DRRX.US
SNTA US,,eodhd,SNTA.US
052770 KS,,eodhd,052770.KQ
NAFC US,,eodhd,NAFC.US
OKTA US,OKTA,eodhd,OKTA.US
LEG US,LEG,eodhd,LEG.US
HTHR US,,eodhd,HTHR.US
GDX MK,,eodhd,GDX.KLSE
PFD LN,PFD.L,eodhd,PFD.LSE
TRCR US,,eodhd,TRCR.US
WTRG US,WTRG,eodhd,WTRG.US
WGR US,,eodhd,WGR.US
NOVT US,NOVT,eodhd,NOVT.US
BNP CN,,eodhd,BNP.TO
RMR US,RMR,eodhd,RMR.US
NDA SS,,eodhd,NDA.ST
OMN US,,eodhd,OMN.US
ZFGN US,,eodhd,ZFGN.US
STO NA,,eodhd,STO.AS
GNPX US,,eodhd,GNPX.US
CATT US,,eodhd,CATT.US
IF IM,IF.MI,eodhd,IF.MI
2356 TT,2356.TW,eodhd,2356.TW
TLN US,,eodhd,TLN.US
COO US,COO,eodhd,COO.US
006370 KS,,eodhd,006370.KQ
5714 JP,5714.T,yahoo,5714.T
CAST SS,CAST.ST,eodhd,CAST.ST
EOX US,,eodhd,EOX.US
PPH SJ,PPH.JO,eodhd,PPH.JSE
PEABB SS,PEAB-B.ST,eodhd,PEAB-B.ST
BOFI US,,eodhd,BOFI.US
TSRO US,,eodhd,TSRO.US
FRX US,,eodhd,FRX.US
TRHC US,,eodhd,TRHC.US
2780 JP,,yahoo,
TNDM US,TNDM,eodhd,TNDM.US
JSP LN,,eodhd,JSP.LSE
CMJ AU,,eodhd,CMJ.AU
2678 HK,2678.HK,eodhd,2678.HK
TOWR IJ,TOWR.JK,eodhd,TOWR.JK
4613 JP,4613.T,yahoo,4613.T
H24 GR,,eodhd,H24.XETRA
PAYC US,PAYC,eodhd,PAYC.US
MBG US,,eodhd,MBG.US
3436 JP,3436.T,yahoo,3436.T
OGN US,OGN,eodhd,OGN.US
BT/A LN,BT-A.L,eodhd,BT-A.LSE
2343 HK,2343.HK,eodhd,2343.HK
057880 KS,,eodhd,057880.KQ
XPOF US,XPOF,eodhd,XPOF.US
SDL AU,,eodhd,SDL.AU
017960 KS,017960.KS,eodhd,017960.KQ
WSU GR,,eodhd,WSU.XETRA
5809 JP,,yahoo,
RCII US,RCII,eodhd,RCII.US
NISCB SS,,eodhd,NISCB.ST
ARX CN,ARX.TO,eodhd,ARX.TO
WEL US,,eodhd,WEL.US
3697 TT,,eodhd,3697.TWO
POWI US,POWI,eodhd,POWI.US
6832 JP,,yahoo,
FNKO US,FNKO,eodhd,FNKO.US
SPI AV,SPI.VI,eodhd,SPI.VI
KWD US,,eodhd,KWD.US
GNRT US,,eodhd,GNRT.US
BSAN SW,,eodhd,BSAN.SW
9058 JP,,yahoo,
9278 JP,,yahoo,
SQBG US,,eodhd,SQBG.US
NFS US,,eodhd,NFS.US
SKP MK,,eodhd,SKP.KLSE
ANGO US,ANGO,eodhd,ANGO.US
AVIR US,AVIR,eodhd,AVIR.US
493 HK,,eodhd,0493.HK
2231 TT,2231.TW,eodhd,2231.TW
TIET11 BZ,,eodhd,TIET11.SA
NABL US,NABL,eodhd,NABL.US
MDTH US,,eodhd,MDTH.US
EPR NO,EPR.OL,eodhd,EPR.OL
DNO LN,,eodhd,DNO.LSE
2002 JP,2002.T,yahoo,2002.T
TSHA US,TSHA,eodhd,TSHA.US
TITC GA,,eodhd,TITC.AT
2617 TT,,eodhd,2617.TW
WMS US,WMS,eodhd,WMS.US
EBRO SM,EBRO.MC,eodhd,EBRO.MC
GBU CN,,eodhd,GBU.TO
MAY MK,1155.KL,eodhd,1155.KLSE
MMC LN,,eodhd,MMC.LSE
DPM CN,DPM.TO,eodhd,DPM.TO
2925 JP,,yahoo,
MYR AU,,eodhd,MYR.AU
AKUS US,,eodhd,AKUS.US
PSFE US,PSFE,eodhd,PSFE.US
ELS US,,eodhd,ELS.US
ZWS US,ZWS,eodhd,ZWS.US
BLG US,,eodhd,BLG.US
COK GR,COK.DE,eodhd,COK.XETRA
ZOT SM,,eodhd,ZOT.MC
8905 JP,8905.T,yahoo,8905.T
EEFT US,EEFT,eodhd,EEFT.US
CONTAL* MF,,eodhd,CONTAL.MX
PAALB DC,,eodhd,PAALB.CO
CPF US,,eodhd,CPF.US
6505 TT,6505.TW,eodhd,6505.TW
ALXO US,ALXO,eodhd,ALXO.US
2908 TT,,eodhd,2908.TW
PNTG US,PNTG,eodhd,PNTG.US
SCAI US,,eodhd,SCAI.US
CEM IM,CEM.MI,eodhd,CEM.MI
TTD US,TTD,eodhd,TTD.US
UCOMA US,,eodhd,UCOMA.US
EMI LN,,eodhd,EMI.LSE
LTC US,,eodhd,LTC.US
MXL US,MXL,eodhd,MXL.US
IIF AU,,eodhd,IIF.AU
IMN US,,eodhd,IMN.US
3481 TT,3481.TW,eodhd,3481.TW
FSLY US,FSLY,eodhd,FSLY.US
GCARSOA1 MF,GCARSOA1.MX,eodhd,GCARSOA1.MX
7741 JP,7741.T,yahoo,7741.T
3023 TT,3023.TW,eodhd,3023.TW
SB US,SB,eodhd,SB.US
DFIB US,,eodhd,DFIB.US
MSPD US,,eodhd,MSPD.US
AZTECACP MF,,eodhd,AZTECACP.MX
FL CN,,eodhd,FL.V
PCXCQ US,,eodhd,PCXCQ.US
IE CN,,eodhd,IE.TO
CVGW US,CVGW,eodhd,CVGW.US
AMXL MF,AMXL.MX,eodhd,AMXL.MX
222800 KS,222800.KQ,eodhd,222800.KQ
PG CN,,eodhd,PG.TO
TTC LN,,eodhd,TTC.LSE
3491 TT,,eodhd,3491.TWO
RPW GR,,eodhd,RPW.XETRA
SUP US,,eodhd,SUP.US
REGN US,REGN,eodhd,REGN.US
4612 JP,4612.T,yahoo,4612.T
9921 TT,9921.TW,eodhd,9921.TW
009970 KS,,eodhd,009970.KQ
EKT SM,,eodhd,EKT.MC
CGL AU,,eodhd,CGL.AU
KCT LN,,eodhd,KCT.LSE
UWH/U CN,,eodhd,UWH/U.TO
CFB US,CFB,eodhd,CFB.US
SWN US,SWN,eodhd,SWN.US
FMR US,,eodhd,FMR.US
VIGN US,,eodhd,VIGN.US
6508 JP,6508.T,yahoo,6508.T
970 HK,,eodhd,0970.HK
ACB CN,ACB.TO,eodhd,ACB.TO
TPIS3 BZ,,eodhd,TPIS3.SA
SQIA3 BZ,SQIA3.SA,eodhd,SQIA3.SA
EYE US,EYE,eodhd,EYE.US
NVR LN,,eodhd,NVR.LSE
GNB PW,,eodhd,GNB.WAR
8917 JP,,yahoo,
007700 KS,,eodhd,007700.KQ
ORLY US,ORLY,eodhd,ORLY.US
CMD US,,eodhd,CMD.US
6005 TT,,eodhd,6005.TW
2367 TT,,eodhd,2367.TW
2439 TT,2439.TW,eodhd,2439.TW
TSG US,,eodhd,TSG.US
9204 JP,,yahoo,
SMAR US,SMAR,eodhd,SMAR.US
BVH US,BVH,eodhd,BVH.US
SIAL US,,eodhd,SIAL.US
1710 TT,,eodhd,1710.TW
077360 KS,,eodhd,077360.KQ
7704 JP,,yahoo,
9419 JP,,yahoo,
UVSP US,UVSP,eodhd,UVSP.US
ESIO US,,eodhd,ESIO.US
7476 JP,7476.T,yahoo,7476.T
TIFS LN,,eodhd,TIFS.LSE
LEHTO FH,,eodhd,LEHTO.HE
INTU LN,,eodhd,INTU.LSE
THER US,,eodhd,THER.US
ROCM US,,eodhd,ROCM.US
DDMX US,,eodhd,DDMX.US
ADVP US,,eodhd,ADVP.US
SCI MK,,eodhd,SCI.KLSE
AV US,,eodhd,AV.US
140860 KS,,eodhd,140860.KQ
TVPT US,,eodhd,TVPT.US
C31 SP,,eodhd,C31.SG
9990 JP,,yahoo,
TKWY NA,TKWY.AS,eodhd,TKWY.AS
KUNN SW,,eodhd,KUNN.SW
DGL AU,DGL.AX,eodhd,DGL.AU
KBH US,KBH,eodhd,KBH.US
MXCT US,MXCT,eodhd,MXCT.US
OVAS US,,eodhd,OVAS.US
FRST US,,eodhd,FRST.US
6967 JP,6967.T,yahoo,6967.T
2534 TT,,eodhd,2534.TW
NAV US,,eodhd,NAV.US
EMG LN,EMG.L,eodhd,EMG.LSE
SKIN US,SKIN,eodhd,SKIN.US
ALI PM,,eodhd,ALI.PSE
PKE US,,eodhd,PKE.US
LL US,LL,eodhd,LL.US
MONC IM,MONC.MI,eodhd,MONC.MI
5490 TT,,eodhd,5490.TWO
CSP LN,CSP.L,eodhd,CSP.LSE
TXI US,,eodhd,TXI.US
EDC PM,,eodhd,EDC.PSE
VATN SW,VATN.SW,eodhd,VATN.SW
036930 KS,,eodhd,036930.KQ
SLCT US,,eodhd,SLCT.US
RMS AU,RMS.AX,eodhd,RMS.AU
NCA US,,eodhd,NCA.US
GEHL US,,eodhd,GEHL.US
AWG LN,,eodhd,AWG.LSE
PH US,PH,eodhd,PH.US
ESS US,,eodhd,ESS.US
1680 HK,,eodhd,1680.HK
SON PL,SON.LS,eodhd,SON.LS
WPP AU,,eodhd,WPP.AU
LOJN US,,eodhd,LOJN.US
CMG/B US,,eodhd,CMG-B.US
AIT US,AIT,eodhd,AIT.US
THRM US,THRM,eodhd,THRM.US
IIN AU,,eodhd,IIN.AU
NAE CN,,eodhd,NAE.TO
JOY US,,eodhd,JOY.US
1538,,ignore,
HGEN US,HGEN,eodhd,HGEN.US
REG US,,eodhd,REG.US
SES IM,SES.MI,eodhd,SES.MI
TMWD US,,eodhd,TMWD.US
CIE SM,CIE.MC,eodhd,CIE.MC
SALM NO,SALM.OL,eodhd,SALM.OL
SFG DC,,eodhd,SFG.CO
3762 JP,3762.T,yahoo,3762.T
FTT CN,FTT.TO,eodhd,FTT.TO
BNF PL,,eodhd,BNF.LS
ZIGO US,,eodhd,ZIGO.US
UNFI US,UNFI,eodhd,UNFI.US
ALCLS FP,,eodhd,ALCLS.PA
WALLB SS,WALL-B.ST,eodhd,WALL-B.ST
030190 KS,030190.KQ,eodhd,030190.KQ
570 HK,0570.HK,eodhd,0570.HK
1723 TT,1723.TW,eodhd,1723.TW
JGS PM,,eodhd,JGS.PSE
1717 TT,,eodhd,1717.TW
SAL IM,,eodhd,SAL.MI
PBH AU,PBH.AX,eodhd,PBH.AU
SJW US,SJW,eodhd,SJW.US
BUCN SW,BUCN.SW,eodhd,BUCN.SW
XPRT US,,eodhd,XPRT.US
SFQ GR,SFQ.F,eodhd,SFQ.XETRA
SUPR US,,eodhd,SUPR.US
RH US,RH,eodhd,RH.US
ARIA US,,eodhd,ARIA.US
NCNA US,,eodhd,NCNA.US
SGP US,,eodhd,SGP.US
RDSB LN,,eodhd,RDSB.LSE
RNBS SS,,eodhd,RNBS.ST
MAN US,MAN,eodhd,MAN.US
ACAP US,,eodhd,ACAP.US
PMI IM,,eodhd,PMI.MI
MAS US,MAS,eodhd,MAS.US
2767 JP,,yahoo,
SRN IM,,eodhd,SRN.MI
ENEV3 BZ,,eodhd,ENEV3.SA
AXNX US,AXNX,eodhd,AXNX.US
KR US,KR,eodhd,KR.US
SFL IM,SFL.MI,eodhd,SFL.MI
ROVI SM,,eodhd,ROVI.MC
CNAT US,,eodhd,CNAT.US
EICU US,,eodhd,EICU.US
ALDR US,,eodhd,ALDR.US
KER FP,KER.PA,eodhd,KER.PA
BMRN US,BMRN,eodhd,BMRN.US
ECOR3 BZ,ECOR3.SA,eodhd,ECOR3.SA
HELN SW,HELN.SW,eodhd,HELN.SW
WSH LN,,eodhd,WSH.LSE
KIND US,,eodhd,KIND.US
8939 JP,,yahoo,
BH TB,,eodhd,BH.BK
ALEC US,ALEC,eodhd,ALEC.US
IFX GR,IFX.DE,eodhd,IFX.XETRA
MR US,,eodhd,MR.US
PL US,,eodhd,PL.US
HSKA US,HSKA,eodhd,HSKA.US
TGS NO,TGS.OL,eodhd,TGS.OL
CHTT US,,eodhd,CHTT.US
SKLZ US,SKLZ,eodhd,SKLZ.US
BLCM US,,eodhd,BLCM.US
MSM SJ,,eodhd,MSM.JSE
VNBC US,,eodhd,VNBC.US
4164 TT,,eodhd,4164.TW
NLTX US,,eodhd,NLTX.US
DAE SW,DAE.SW,eodhd,DAE.SW
CANI US,,eodhd,CANI.US
NINE US,,eodhd,NINE.US
WGL US,,eodhd,WGL.US
RTO LN,RTO.L,eodhd,RTO.LSE
CDVI US,,eodhd,CDVI.US
IRV LN,,eodhd,IRV.LSE
DISI IT,,eodhd,DISI.TA
7955 JP,,yahoo,
GNMK US,,eodhd,GNMK.US
A047310 KS,,eodhd,047310.KQ
MIA AU,,eodhd,MIA.AU
SPALI TB,,eodhd,SPALI.BK
8163 TT,8163.TW,eodhd,8163.TW
2427 JP,2427.T,yahoo,2427.T
INVA US,,eodhd,INVA.US
119610 KS,119610.KQ,eodhd,119610.KQ
CXW US,CXW,eodhd,CXW.US
ALQ AU,ALQ.AX,eodhd,ALQ.AU
SFZN SW,SFZN.SW,eodhd,SFZN.SW
MGAM US,,eodhd,MGAM.US
VTNR US,,eodhd,VTNR.US
CATO US,,eodhd,CATO.US
511 HK,,eodhd,0511.HK
6751 JP,,yahoo,
JBT US,JBT,eodhd,JBT.US
HPOLB SS,HPOL-B.ST,eodhd,HPOL-B.ST
LISN SW,LISN.SW,eodhd,LISN.SW
PLNR US,,eodhd,PLNR.US
4506 JP,4506.T,yahoo,4506.T
AFJ AU,,eodhd,AFJ.AU
BTH US,,eodhd,BTH.US
MCI ID,,eodhd,MCI.IR
PUB FP,PUB.PA,eodhd,PUB.PA
ARR FP,,eodhd,ARR.PA
GAC CN,,eodhd,GAC.TO
CFNL US,,eodhd,CFNL.US
FISV US,FISV,eodhd,FISV.US
ELT NO,,eodhd,ELT.OL
WDG US,,eodhd,WDG.US
FPE GR,,eodhd,FPE.XETRA
UAL US,UAL,eodhd,UAL.US
000150 KS,,eodhd,000150.KQ
003620 KS,,eodhd,003620.KQ
TRG SM,,eodhd,TRG.MC
TKTM US,,eodhd,TKTM.US
ADNC US,,eodhd,ADNC.US
XXL NO,,eodhd,XXL.OL
ATHX US,,eodhd,ATHX.US
TXG US,TXG,eodhd,TXG.US
2538 TT,,eodhd,2538.TW
BBVA SM,BBVA.MC,eodhd,BBVA.MC
SGMO US,SGMO,eodhd,SGMO.US
BWG NO,,eodhd,BWG.OL
SDGR US,SDGR,eodhd,SDGR.US
4329 JP,,yahoo,
CNX US,CNX,eodhd,CNX.US
2417 TT,,eodhd,2417.TW
PPS US,,eodhd,PPS.US
9364 JP,9364.T,yahoo,9364.T
UIS US,UIS,eodhd,UIS.US
2685 JP,2685.T,yahoo,2685.T
SCI US,SCI,eodhd,SCI.US
IAR US,,eodhd,IAR.US
MTX US,,eodhd,MTX.US
LPE FP,,eodhd,LPE.PA
9506 JP,9506.T,yahoo,9506.T
AAPL US,AAPL,eodhd,AAPL.US
RLYP US,,eodhd,RLYP.US
SYNEX TB,,eodhd,SYNEX.BK
2296 JP,2296.T,yahoo,2296.T
2398 JP,,yahoo,
RLRN US,,eodhd,RLRN.US
FACC AV,,eodhd,FACC.VI
BRNC US,,eodhd,BRNC.US
SXI US,SXI,eodhd,SXI.US
HARB US,,eodhd,HARB.US
7649 JP,7649.T,yahoo,7649.T
PPO US,,eodhd,PPO.US
RMV LN,RMV.L,eodhd,RMV.LSE
SBBP US,,eodhd,SBBP.US
IMPC US,,eodhd,IMPC.US
TNS US,,eodhd,TNS.US
NSIT US,NSIT,eodhd,NSIT.US
9984 JP,9984.T,yahoo,9984.T
8088 JP,8088.T,yahoo,8088.T
AT1 GR,AT1.DE,eodhd,AT1.XETRA
SWC US,,eodhd,SWC.US
4272 JP,,yahoo,
BKW AU,BKW.AX,eodhd,BKW.AU
2449 TT,2449.TW,eodhd,2449.TW
EQC US,,eodhd,EQC.US
APOG US,APOG,eodhd,APOG.US
SPSN US,,eodhd,SPSN.US
TCSA3 BZ,,eodhd,TCSA3.SA
AVANCE NO,,eodhd,AVANCE.OL
011200 KS,011200.KS,eodhd,011200.KQ
FIRE US,,eodhd,FIRE.US
EBAY US,EBAY,eodhd,EBAY.US
CVCB3 BZ,CVCB3.SA,eodhd,CVCB3.SA
1973 JP,1973.T,yahoo,1973.T
WTTR US,WTTR,eodhd,WTTR.US
120110 KS,120110.KS,eodhd,120110.KO
ETRN US,ETRN,eodhd,ETRN.US
RS TB,,eodhd,RS.BK
9086 JP,9086.T,yahoo,9086.T
9409 JP,9409.T,yahoo,9409.T
CWEN/A US,,eodhd,CWEN-A.US
1338 TT,,eodhd,1338.TW
KZR US,KZR,eodhd,KZR.US
BDGE US,,eodhd,BDGE.US
GLBL US,,eodhd,GLBL.US
SWTQ SW,SWTQ.SW,eodhd,SWTQ.SW
KMD NZ,,yahoo,
BFC US,,eodhd,BFC.US
DS US,DS,eodhd,DS.US
SPSS US,,eodhd,SPSS.US
RNVO LN,,eodhd,RNVO.LSE
JCQ FP,,eodhd,JCQ.PA
BGGSQ US,,eodhd,BGGSQ.US
EKTAB SS,EKTA-B.ST,eodhd,EKTA-B.ST
NX US,NX,eodhd,NX.US
KXS CN,KXS.TO,eodhd,KXS.TO
IKN US,,eodhd,IKN.US
HDSN US,,eodhd,HDSN.US
LMDIA US,,eodhd,LMDIA.US
CNI CN,,eodhd,CNI.CN
SLCA US,SLCA,eodhd,SLCA.US
CODI US,,eodhd,CODI.US
DCGN US,,eodhd,DCGN.US
MRN US,,eodhd,MRN.US
090430 KS,090430.KS,eodhd,090430.KQ
PHAT US,PHAT,eodhd,PHAT.US
STEP US,STEP,eodhd,STEP.US
6263 JP,,yahoo,
AFIL IT,,eodhd,AFIL.TA
PRE// CN,,eodhd,PRE.V
JHG US,JHG,eodhd,JHG.US
3608 JP,,yahoo,
ZOLL US,,eodhd,ZOLL.US
MADE LN,MADE.L,eodhd,MADE.LSE
RKT LN,RKT.L,eodhd,RKT.LSE
3622 TT,,eodhd,3622.TW
6755 JP,6755.T,yahoo,6755.T
MVL US,,eodhd,MVL.US
MML AU,,eodhd,MML.AU
HYC US,,eodhd,HYC.US
18 HK,,eodhd,0018.HK
MCHL LN,,eodhd,MCHL.LSE
ECLG US,,eodhd,ECLG.US
LIVEPOLC MF,LIVEPOLC-1.MX,eodhd,LIVEPOLC-1.MX
3686 TT,,eodhd,3686.TW
ASETEK NO,,eodhd,ASETEK.OL
RBNC US,,eodhd,RBNC.US
9746 JP,,yahoo,
STX US,,eodhd,STX.US
9787 JP,9787.T,yahoo,9787.T
TT GA,,eodhd,TT.AT
ATCOA SS,ATCO-A.ST,eodhd,ATCO-A.ST
005380 KS,005380.KS,eodhd,005380.KQ
ASGR US,,eodhd,ASGR.US
GK US,,eodhd,GK.US
MER PM,,eodhd,MER.PSE
SPT LN,,eodhd,SPT.LSE
CHN AU,CHN.AX,eodhd,CHN.AU
TAL AU,,eodhd,TAL.AU
018290 KS,,eodhd,018290.KQ
FLGT US,FLGT,eodhd,FLGT.US
ERAA IJ,ERAA.JK,eodhd,ERAA.JK
SIRI US,,eodhd,SIRI.US
NCLH US,NCLH,eodhd,NCLH.US
YNH SP,,eodhd,YNH.SG
GMD LN,,eodhd,GMD.LSE
SGRY US,SGRY,eodhd,SGRY.US
SDIPB SS,SDIP-B.ST,eodhd,SDIP-B.ST
067160 KS,067160.KQ,eodhd,067160.KQ
DOHOL TI,,eodhd,DOHOL.IS
KROS US,KROS,eodhd,KROS.US
KGN AU,,eodhd,KGN.AU
GKP LN,GKP.L,eodhd,GKP.LSE
APRE US,,eodhd,APRE.US
III LN,III.L,eodhd,III.LSE
ONXX US,,eodhd,ONXX.US
KALU US,KALU,eodhd,KALU.US
ROL US,ROL,eodhd,ROL.US
STA TB,,eodhd,STA.BK
LAMDA GA,LAMDA.AT,eodhd,LAMDA.AT
BJS US,,eodhd,BJS.US
FGR FP,FGR.PA,eodhd,FGR.PA
CEIX US,CEIX,eodhd,CEIX.US
LUNG US,LUNG,eodhd,LUNG.US
SBL US,,eodhd,SBL.US
DRTE US,,eodhd,DRTE.US
CORV CN,,eodhd,CORV.TO
INSG US,INSG,eodhd,INSG.US
VASC US,,eodhd,VASC.US
GLOG US,,eodhd,GLOG.US
WYNN US,WYNN,eodhd,WYNN.US
8439 JP,8439.T,yahoo,8439.T
INCH LN,INCH.L,eodhd,INCH.LSE
APWR US,,eodhd,APWR.US
BMET US,,eodhd,BMET.US
GGR SP,E5H.SI,eodhd,E5H.SG
9551 JP,9551.T,yahoo,9551.T
CMPS US,CMPS,eodhd,CMPS.US
CXSE3 BZ,CXSE3.SA,eodhd,CXSE3.SA
SPC SP,,eodhd,SPC.SG
BRU AU,,eodhd,BRU.AU
SLCE3 BZ,,eodhd,SLCE3.SA
TOL US,TOL,eodhd,TOL.US
4554 JP,,yahoo,
MGEN US,,eodhd,MGEN.US
WJA CN,,eodhd,WJA.TO
SMCP FP,SMCP.PA,eodhd,SMCP.PA
8268 JP,,yahoo,
5287 TT,,eodhd,5287.TWO
8410 JP,8410.T,yahoo,8410.T
MPC US,MPC,eodhd,MPC.US
PVAC US,,eodhd,PVAC.US
PDGR3 BZ,,eodhd,PDGR3.SA
NEXI IM,NEXI.MI,eodhd,NEXI.MI
900140 KS,,eodhd,900140.KQ
KHC US,KHC,eodhd,KHC.US
BIR CN,BIR.TO,eodhd,BIR.TO
001540 KS,,eodhd,001540.KQ
272210 KS,272210.KS,eodhd,272210.KQ
TME NZ,,yahoo,
BARE US,,eodhd,BARE.US
ZTS US,ZTS,eodhd,ZTS.US
ICA SS,,eodhd,ICA.ST
HEI GR,HEI.DE,eodhd,HEI.XETRA
GOOGL US,GOOGL,eodhd,GOOGL.US
080160 KS,080160.KQ,eodhd,080160.KQ
IT/B US,,eodhd,IT-B.US
551 HK,0551.HK,eodhd,0551.HK
6277 JP,,yahoo,
SUN MK,,eodhd,SUN.KLSE
YHOO US,,eodhd,YHOO.US
HWC US,HWC,eodhd,HWC.US
OLE SM,,eodhd,OLE.MC
BLK US,BLK,eodhd,BLK.US
DVA US,DVA,eodhd,DVA.US
CRDN US,,eodhd,CRDN.US
CBM US,,eodhd,CBM.US
BPB LN,,eodhd,BPB.LSE
LNET US,,eodhd,LNET.US
CPL SM,,eodhd,CPL.MC
ECHEM NO,,eodhd,ECHEM.OL
VNO US,,eodhd,VNO.US
NCC LN,NCC.L,eodhd,NCC.LSE
TEN US,TEN,eodhd,TEN.US
NLNK US,,eodhd,NLNK.US
4004 JP,4004.T,yahoo,4004.T
ELM LN,ELM.L,eodhd,ELM.LSE
171 HK,,eodhd,0171.HK
AZK SM,,eodhd,AZK.MC
SLIGR NA,,eodhd,SLIGR.AS
HDS US,,eodhd,HDS.US
1762 TT,,eodhd,1762.TW
1180 HK,,eodhd,1180.HK
NEX FP,NEX.PA,eodhd,NEX.PA
SDRY LN,SDRY.L,eodhd,SDRY.LSE
PKY US,,eodhd,PKY.US
DRTX US,,eodhd,DRTX.US
7199 JP,7199.T,yahoo,7199.T
WHM LN,,eodhd,WHM.LSE
161390 KS,161390.KS,eodhd,161390.KQ
ENAV IM,ENAV.MI,eodhd,ENAV.MI
MSBK US,,eodhd,MSBK.US
SPWH US,SPWH,eodhd,SPWH.US
6412 TT,,eodhd,6412.TW
6224 TT,,eodhd,6224.TW
FLS DC,FLS.CO,eodhd,FLS.CO
CCS US,CCS,eodhd,CCS.US
8354 JP,8354.T,yahoo,8354.T
SMGR IJ,SMGR.JK,eodhd,SMGR.JK
SAF US,,eodhd,SAF.US
950 HK,,eodhd,0950.HK
WBC US,,eodhd,WBC.US
HCC US,HCC,eodhd,HCC.US
BST MK,,eodhd,BST.KLSE
6564 JP,,yahoo,
IBI US,,eodhd,IBI.US
AC FP,AC.PA,eodhd,AC.PA
NVE US,,eodhd,NVE.US
SWS US,,eodhd,SWS.US
639 HK,,eodhd,0639.HK
ORIC US,ORIC,eodhd,ORIC.US
PF IM,,eodhd,PF.MI
7518 JP,7518.T,yahoo,7518.T
BB/ LN,,eodhd,BB.LSE
AENA SM,AENA.MC,eodhd,AENA.MC
PIN IM,,eodhd,PIN.MI
BX US,BX,eodhd,BX.US
FBN US,,eodhd,FBN.US
FOR US,FOR,eodhd,FOR.US
BOL SS,BOL.ST,eodhd,BOL.ST
AMG NA,AMG.AS,eodhd,AMG.AS
AXON US,AXON,eodhd,AXON.US
DII/B CN,,eodhd,DII-B.TO
CNPF PM,,eodhd,CNPF.PSE
ALD AU,ALD.AX,eodhd,ALD.AU
HTRN US,,eodhd,HTRN.US
STNE US,STNE,eodhd,STNE.US
PTCT US,PTCT,eodhd,PTCT.US
9914 TT,9914.TW,eodhd,9914.TW
HITK US,,eodhd,HITK.US
BKE US,BKE,eodhd,BKE.US
PBKS US,,eodhd,PBKS.US
ITX NO,,eodhd,ITX.OL
SNCY US,SNCY,eodhd,SNCY.US
HURGZ TI,,eodhd,HURGZ.IS
MAU FP,MAU.PA,eodhd,MAU.PA
2301 TT,2301.TW,eodhd,2301.TW
ANST US,,eodhd,ANST.US
NTUS US,,eodhd,NTUS.US
042700 KS,042700.KS,eodhd,042700.KQ
SHRP US,,eodhd,SHRP.US
SM PM,,eodhd,SM.PSE
BKST US,,eodhd,BKST.US
036000 KS,,eodhd,036000.KQ
CBSH US,CBSH,eodhd,CBSH.US
031980 KS,,eodhd,031980.KQ
2882 TT,2882.TW,eodhd,2882.TW
MFT NZ,,yahoo,
CNCT LN,,eodhd,CNCT.LSE
3406 TT,3406.TW,eodhd,3406.TW
GEVO US,,eodhd,GEVO.US
SWECB NA,SWEC-B.ST,eodhd,SWECB.AS
DASH US,DASH,eodhd,DASH.US
440 HK,,eodhd,0440.HK
BKIA SM,,eodhd,BKIA.MC
555 HK,,eodhd,0555.HK
RAX US,,eodhd,RAX.US
MZTF IT,MZTF.TA,eodhd,MZTF.TA
ALNOV FP,,eodhd,ALNOV.PA
KCAP US,,eodhd,KCAP.US
LEA US,LEA,eodhd,LEA.US
NLS US,,eodhd,NLS.US
DTM US,DTM,eodhd,DTM.US
OKDBV FH,,eodhd,OKDBV.HE
6160 TT,,eodhd,6160.TWO
YELL US,YELL,eodhd,YELL.US
HNS LN,,eodhd,HNS.LSE
KLAC US,KLAC,eodhd,KLAC.US
HANA TB,,eodhd,HANA.BK
PPH NZ,,yahoo,
OEBB AV,,eodhd,OEBB.VI
TCN CN,TCN.TO,eodhd,TCN.TO
7862 JP,,yahoo,
ELISA FH,ELISA.HE,eodhd,ELISA.HE
030210 KS,,eodhd,030210.KQ
CHR/B CN,,eodhd,CHR-B.TO
EXA US,,eodhd,EXA.US
CYRX US,CYRX,eodhd,CYRX.US
VLG SM,,eodhd,VLG.MC
BAD CN,,eodhd,BAD.TO
ATY CN,,eodhd,ATY.V
MSF AU,,eodhd,MSF.AU
POG LN,,eodhd,POG.LSE
CBEY US,,eodhd,CBEY.US
CW US,CW,eodhd,CW.US
8771 JP,8771.T,yahoo,8771.T
FIBI IT,FIBI.TA,eodhd,FIBI.TA
ZVO US,,eodhd,ZVO.US
BSIG US,BSIG,eodhd,BSIG.US
OM US,OM,eodhd,OM.US
NTE US,,eodhd,NTE.US
ASN US,,eodhd,ASN.US
VTSS US,,eodhd,VTSS.US
AVV LN,AVV.L,eodhd,AVV.LSE
010520 KS,,eodhd,010520.KQ
SHUR BB,SHUR.BR,eodhd,SHUR.BR
6644 JP,,yahoo,
LRN US,LRN,eodhd,LRN.US
QIN US,,eodhd,QIN.US
BY US,BY,eodhd,BY.US
2609 TT,2609.TW,eodhd,2609.TW
RBREW DC,RBREW.CO,eodhd,RBREW.CO
PTP US,,eodhd,PTP.US
3197 JP,3197.T,yahoo,3197.T
MSTR US,MSTR,eodhd,MSTR.US
